Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,No_of_neighbors,Our_test_score
 INXN,SVM,0,0,Linear,15,27.5,50,0.5,-1,48
 INXN,ZR,0,0,0,0,28.833333333333332,50,-1,-1,48
 INXN,KNN,0,0,braycurtis,all,34.8,60,-1,11,54
 INXN,RF,10,30,0,20,40.6,60,-1,-1,60
 INXN,SVM,0,0,Linear,20,33.0,60,100,-1,28
 INXN,ZR,0,0,0,0,34.6,60,-1,-1,60
 INXN,KNN,0,0,braycurtis,all,46.5,70,-1,7,67
 INXN,RF,40,20,0,15,52.5,70,-1,-1,70
 INXN,SVM,0,0,Linear,20,47.0,70,100,-1,26
 INXN,ZR,0,0,0,0,45.75,70,-1,-1,70
 INXN,KNN,0,0,braycurtis,all,57.0,80,-1,3,65
 INXN,RF,10,30,0,22,60.0,80,-1,-1,80
 INXN,SVM,0,0,Linear,10,54.666666666666664,80,0.5,-1,80
 INXN,ZR,0,0,0,0,54.666666666666664,80,-1,-1,80
 INXN,KNN,0,0,canberra,all,62.0,90,-1,11,88
 INXN,RF,40,50,0,20,59.5,90,-1,-1,88
 INXN,SVM,0,0,Linear,15,62.5,90,100,-1,88
 INXN,ZR,0,0,0,0,62.0,90,-1,-1,88
 INXN,KNN,0,0,euclidean,all,73.0,100,-1,11,90
 INXN,RF,20,10,0,10,76.0,100,-1,-1,100
 INXN,SVM,0,0,Linear,10,73.5,100,1,-1,100
 INXN,ZR,0,0,0,0,73.5,100,-1,-1,100
 CO,KNN,0,0,hamming,all,4.222222222222222,10,-1,11,4
 CO,RF,40,20,0,15,5.888888888888889,10,-1,-1,8
 CO,SVM,0,0,Linear,10,4.111111111111111,10,5,-1,8
 CO,ZR,0,0,0,0,3.4444444444444446,10,-1,-1,8
 CO,KNN,0,0,hamming,all,10.666666666666666,20,-1,7,5
 CO,RF,20,10,0,15,12.666666666666666,20,-1,-1,10
 CO,SVM,0,0,Linear,10,12.777777777777779,20,0.5,-1,8
 CO,ZR,0,0,0,0,8.777777777777779,20,-1,-1,8
 CO,KNN,0,0,manhattan,all,16.77777777777778,30,-1,11,21
 CO,RF,50,30,0,10,20.666666666666668,30,-1,-1,14
 CO,SVM,0,0,Linear,10,19.444444444444443,30,0.5,-1,29
 CO,ZR,0,0,0,0,15.11111111111111,30,-1,-1,16
 CO,KNN,0,0,chebyshev,all,19.555555555555557,40,-1,11,18
 CO,RF,20,40,0,15,24.444444444444443,40,-1,-1,15
 CO,SVM,0,0,Linear,10,23.88888888888889,40,10,-1,29
 CO,ZR,0,0,0,0,18.77777777777778,40,-1,-1,25
 CO,KNN,0,0,canberra,all,29.0,50,-1,9,30
 CO,RF,40,30,0,24,31.25,50,-1,-1,33
 CO,SVM,0,0,Linear,20,28.5,50,1,-1,22
 CO,ZR,0,0,0,0,23.375,50,-1,-1,5
 CO,KNN,0,0,manhattan,all,35.833333333333336,60,-1,11,25
 CO,RF,10,10,0,20,35.0,60,-1,-1,31
 CO,SVM,0,0,Linear,10,36.0,60,5,-1,5
 CO,ZR,0,0,0,0,30.166666666666668,60,-1,-1,5
 CO,KNN,0,0,chebyshev,all,36.0,70,-1,7,42
 CO,RF,20,20,0,10,42.0,70,-1,-1,39
 CO,SVM,0,0,Linear,10,44.0,70,10,-1,12
 CO,ZR,0,0,0,0,32.6,70,-1,-1,12
 CO,KNN,0,0,canberra,all,46.75,80,-1,11,49
 CO,RF,30,50,0,10,52.5,80,-1,-1,17
 CO,SVM,0,0,Linear,10,38.75,80,100,-1,17
 CO,ZR,0,0,0,0,36.75,80,-1,-1,17
 CO,KNN,0,0,chebyshev,all,50.333333333333336,90,-1,3,41
 CO,RF,10,50,0,10,53.666666666666664,90,-1,-1,35
 CO,SVM,0,0,Linear,15,44.666666666666664,90,10,-1,44
 CO,ZR,0,0,0,0,43.666666666666664,90,-1,-1,13
 CO,KNN,0,0,canberra,all,55.0,100,-1,7,43
 CO,RF,20,10,0,10,59.666666666666664,100,-1,-1,44
 CO,SVM,0,0,Linear,10,52.0,100,100,-1,37
 CO,ZR,0,0,0,0,36.666666666666664,100,-1,-1,30
 AHC,KNN,0,0,canberra,all,5.888888888888889,10,-1,11,8
 AHC,RF,20,20,0,24,6.111111111111111,10,-1,-1,4
 AHC,SVM,0,0,Linear,10,6.0,10,0.5,-1,8
 AHC,ZR,0,0,0,0,6.0,10,-1,-1,8
 AHC,KNN,0,0,hamming,all,8.777777777777779,20,-1,7,4
 AHC,RF,20,50,0,22,11.11111111111111,20,-1,-1,15
 AHC,SVM,0,0,Linear,10,11.0,20,0.5,-1,14
 AHC,ZR,0,0,0,0,8.222222222222221,20,-1,-1,5
 AHC,KNN,0,0,euclidean,all,14.88888888888889,30,-1,7,10
 AHC,RF,20,30,0,10,16.666666666666668,30,-1,-1,9
 AHC,SVM,0,0,Linear,15,16.11111111111111,30,100,-1,15
 AHC,ZR,0,0,0,0,10.222222222222221,30,-1,-1,24
 AHC,KNN,0,0,hamming,all,20.0,40,-1,5,24
 AHC,RF,10,10,0,15,21.555555555555557,40,-1,-1,26
 AHC,SVM,0,0,Linear,15,21.88888888888889,40,100,-1,27
 AHC,ZR,0,0,0,0,13.11111111111111,40,-1,-1,19
 AHC,KNN,0,0,braycurtis,all,24.333333333333332,50,-1,5,26
 AHC,RF,10,40,0,20,30.11111111111111,50,-1,-1,46
 AHC,SVM,0,0,Linear,10,37.333333333333336,50,100,-1,44
 AHC,ZR,0,0,0,0,18.666666666666668,50,-1,-1,5
 AHC,KNN,0,0,chebyshev,all,28.714285714285715,60,-1,9,38
 AHC,RF,20,30,0,24,28.714285714285715,60,-1,-1,45
 AHC,SVM,0,0,Linear,10,40.42857142857143,60,100,-1,38
 AHC,ZR,0,0,0,0,24.285714285714285,60,-1,-1,5
 AHC,KNN,0,0,canberra,all,38.833333333333336,70,-1,3,38
 AHC,RF,30,10,0,10,40.166666666666664,70,-1,-1,37
 AHC,SVM,0,0,Linear,20,26.5,70,5,-1,29
 AHC,ZR,0,0,0,0,33.0,70,-1,-1,15
 AHC,KNN,0,0,hamming,all,44.2,80,-1,3,41
 AHC,RF,40,50,0,20,45.0,80,-1,-1,76
 AHC,SVM,0,0,Linear,20,29.2,80,10,-1,58
 AHC,ZR,0,0,0,0,33.0,80,-1,-1,26
 AHC,KNN,0,0,canberra,all,54.25,90,-1,11,57
 AHC,RF,10,20,0,24,64.0,90,-1,-1,64
 AHC,SVM,0,0,Linear,20,46.0,90,10,-1,48
 AHC,ZR,0,0,0,0,20.75,90,-1,-1,26
 AHC,KNN,0,0,euclidean,all,57.0,100,-1,5,61
 AHC,RF,10,30,0,10,74.33333333333333,100,-1,-1,57
 AHC,SVM,0,0,Linear,10,40.0,100,100,-1,26
 AHC,ZR,0,0,0,0,21.666666666666668,100,-1,-1,20
 WIA,KNN,0,0,euclidean,all,10.0,10,-1,3,10
 WIA,RF,10,10,0,10,10.0,10,-1,-1,10
 WIA,SVM,0,0,Linear,10,10.0,10,0.5,-1,10
 WIA,ZR,0,0,0,0,10.0,10,-1,-1,10
 WIA,KNN,0,0,euclidean,all,20.0,20,-1,3,20
 WIA,RF,10,10,0,10,20.0,20,-1,-1,20
 WIA,SVM,0,0,Linear,10,20.0,20,0.5,-1,20
 WIA,ZR,0,0,0,0,20.0,20,-1,-1,20
 WIA,KNN,0,0,canberra,all,28.555555555555557,30,-1,3,30
 WIA,RF,10,40,0,20,29.333333333333332,30,-1,-1,30
 WIA,SVM,0,0,Linear,10,28.333333333333332,30,0.5,-1,30
 WIA,ZR,0,0,0,0,28.333333333333332,30,-1,-1,30
 WIA,KNN,0,0,canberra,all,36.77777777777778,40,-1,9,40
 WIA,RF,20,30,0,15,37.44444444444444,40,-1,-1,40
 WIA,SVM,0,0,Linear,10,36.77777777777778,40,0.5,-1,40
 WIA,ZR,0,0,0,0,36.77777777777778,40,-1,-1,40
 WIA,KNN,0,0,manhattan,all,43.44444444444444,50,-1,11,50
 WIA,RF,10,20,0,10,43.888888888888886,50,-1,-1,50
 WIA,SVM,0,0,Linear,10,43.44444444444444,50,0.5,-1,50
 WIA,ZR,0,0,0,0,43.44444444444444,50,-1,-1,50
 WIA,KNN,0,0,manhattan,all,51.333333333333336,60,-1,9,59
 WIA,RF,40,50,0,22,52.888888888888886,60,-1,-1,60
 WIA,SVM,0,0,Linear,10,51.333333333333336,60,0.5,-1,60
 WIA,ZR,0,0,0,0,51.333333333333336,60,-1,-1,60
 WIA,KNN,0,0,euclidean,all,59.77777777777778,70,-1,11,27
 WIA,RF,20,30,0,10,60.77777777777778,70,-1,-1,31
 WIA,SVM,0,0,Linear,10,60.666666666666664,70,100,-1,28
 WIA,ZR,0,0,0,0,60.55555555555556,70,-1,-1,28
 WIA,KNN,0,0,manhattan,all,62.285714285714285,80,-1,11,60
 WIA,RF,20,30,0,22,66.71428571428571,80,-1,-1,31
 WIA,SVM,0,0,Linear,15,67.28571428571429,80,5,-1,63
 WIA,ZR,0,0,0,0,67.14285714285714,80,-1,-1,63
 WIA,KNN,0,0,manhattan,all,64.83333333333333,90,-1,11,56
 WIA,RF,10,40,0,10,69.66666666666667,90,-1,-1,53
 WIA,SVM,0,0,Linear,10,72.66666666666667,90,1,-1,53
 WIA,ZR,0,0,0,0,72.83333333333333,90,-1,-1,53
 WIA,KNN,0,0,manhattan,all,69.16666666666667,100,-1,11,30
 WIA,RF,10,20,0,20,79.83333333333333,100,-1,-1,33
 WIA,SVM,0,0,Linear,10,75.16666666666667,100,0.5,-1,16
 WIA,ZR,0,0,0,0,76.66666666666667,100,-1,-1,33
 CBS,KNN,0,0,chebyshev,all,5.888888888888889,10,-1,11,2
 CBS,RF,10,30,0,24,7.444444444444445,10,-1,-1,7
 CBS,SVM,0,0,Linear,15,6.666666666666667,10,0.5,-1,2
 CBS,ZR,0,0,0,0,6.444444444444445,10,-1,-1,2
 CBS,KNN,0,0,euclidean,all,9.88888888888889,20,-1,5,7
 CBS,RF,10,50,0,22,12.444444444444445,20,-1,-1,5
 CBS,SVM,0,0,Linear,20,8.333333333333334,20,0.5,-1,12
 CBS,ZR,0,0,0,0,7.0,20,-1,-1,5
 CBS,KNN,0,0,braycurtis,all,16.11111111111111,30,-1,7,11
 CBS,RF,20,50,0,20,18.22222222222222,30,-1,-1,20
 CBS,SVM,0,0,Linear,20,18.0,30,10,-1,16
 CBS,ZR,0,0,0,0,14.666666666666666,30,-1,-1,8
 CBS,KNN,0,0,braycurtis,all,22.11111111111111,40,-1,7,18
 CBS,RF,40,10,0,24,27.333333333333332,40,-1,-1,26
 CBS,SVM,0,0,Linear,15,27.77777777777778,40,5,-1,27
 CBS,ZR,0,0,0,0,19.666666666666668,40,-1,-1,4
 CBS,KNN,0,0,chebyshev,all,25.77777777777778,50,-1,5,14
 CBS,RF,10,50,0,10,29.333333333333332,50,-1,-1,12
 CBS,SVM,0,0,Linear,10,26.666666666666668,50,0.5,-1,12
 CBS,ZR,0,0,0,0,24.333333333333332,50,-1,-1,12
 CBS,KNN,0,0,canberra,all,33.0,60,-1,11,52
 CBS,RF,40,20,0,10,33.55555555555556,60,-1,-1,45
 CBS,SVM,0,0,Linear,20,29.333333333333332,60,100,-1,55
 CBS,ZR,0,0,0,0,31.22222222222222,60,-1,-1,55
 CBS,KNN,0,0,canberra,all,35.0,70,-1,11,50
 CBS,RF,10,20,0,20,42.285714285714285,70,-1,-1,58
 CBS,SVM,0,0,Linear,10,35.714285714285715,70,0.5,-1,66
 CBS,ZR,0,0,0,0,36.857142857142854,70,-1,-1,66
 CBS,KNN,0,0,hamming,all,46.333333333333336,80,-1,9,41
 CBS,RF,10,20,0,20,53.666666666666664,80,-1,-1,52
 CBS,SVM,0,0,Linear,20,44.0,80,0.5,-1,56
 CBS,ZR,0,0,0,0,44.666666666666664,80,-1,-1,59
 CBS,KNN,0,0,canberra,all,52.4,90,-1,11,48
 CBS,RF,20,50,0,15,50.0,90,-1,-1,29
 CBS,SVM,0,0,Linear,10,51.6,90,0.5,-1,45
 CBS,ZR,0,0,0,0,49.8,90,-1,-1,67
 CBS,KNN,0,0,canberra,all,56.5,100,-1,11,63
 CBS,RF,50,10,0,15,59.0,100,-1,-1,80
 CBS,SVM,0,0,Linear,15,55.0,100,5,-1,79
 CBS,ZR,0,0,0,0,54.0,100,-1,-1,79
 ABR,KNN,0,0,euclidean,all,7.555555555555555,10,-1,9,10
 ABR,RF,40,40,0,10,8.11111111111111,10,-1,-1,10
 ABR,SVM,0,0,Linear,10,8.222222222222221,10,0.5,-1,10
 ABR,ZR,0,0,0,0,8.222222222222221,10,-1,-1,10
 ABR,KNN,0,0,canberra,all,10.222222222222221,20,-1,3,6
 ABR,RF,50,30,0,20,13.777777777777779,20,-1,-1,12
 ABR,SVM,0,0,Linear,15,10.555555555555555,20,100,-1,5
 ABR,ZR,0,0,0,0,8.222222222222221,20,-1,-1,2
 ABR,KNN,0,0,hamming,all,20.88888888888889,30,-1,9,14
 ABR,RF,40,40,0,20,23.555555555555557,30,-1,-1,16
 ABR,SVM,0,0,Linear,20,20.0,30,100,-1,16
 ABR,ZR,0,0,0,0,20.77777777777778,30,-1,-1,16
 ABR,KNN,0,0,canberra,all,26.77777777777778,40,-1,9,25
 ABR,RF,40,30,0,22,32.333333333333336,40,-1,-1,33
 ABR,SVM,0,0,Linear,10,28.88888888888889,40,1,-1,34
 ABR,ZR,0,0,0,0,28.0,40,-1,-1,34
 ABR,KNN,0,0,euclidean,all,24.555555555555557,50,-1,11,33
 ABR,RF,30,50,0,22,30.666666666666668,50,-1,-1,31
 ABR,SVM,0,0,Linear,20,29.22222222222222,50,0.5,-1,19
 ABR,ZR,0,0,0,0,30.0,50,-1,-1,42
 ABR,KNN,0,0,chebyshev,all,32.0,60,-1,9,32
 ABR,RF,10,40,0,20,38.44444444444444,60,-1,-1,33
 ABR,SVM,0,0,Linear,10,33.55555555555556,60,0.5,-1,38
 ABR,ZR,0,0,0,0,38.22222222222222,60,-1,-1,33
 ABR,KNN,0,0,braycurtis,all,43.25,70,-1,11,48
 ABR,RF,30,40,0,15,49.75,70,-1,-1,65
 ABR,SVM,0,0,Linear,15,46.875,70,0.5,-1,70
 ABR,ZR,0,0,0,0,46.625,70,-1,-1,70
 ABR,KNN,0,0,euclidean,all,48.42857142857143,80,-1,11,38
 ABR,RF,30,20,0,10,54.42857142857143,80,-1,-1,72
 ABR,SVM,0,0,Linear,10,56.285714285714285,80,100,-1,80
 ABR,ZR,0,0,0,0,55.42857142857143,80,-1,-1,80
 ABR,KNN,0,0,canberra,all,52.666666666666664,90,-1,11,40
 ABR,RF,50,40,0,15,63.5,90,-1,-1,44
 ABR,SVM,0,0,Linear,10,66.16666666666667,90,0.5,-1,85
 ABR,ZR,0,0,0,0,66.5,90,-1,-1,85
 ABR,KNN,0,0,chebyshev,all,55.8,100,-1,9,55
 ABR,RF,40,50,0,15,59.0,100,-1,-1,73
 ABR,SVM,0,0,Linear,15,67.8,100,0.5,-1,93
 ABR,ZR,0,0,0,0,74.4,100,-1,-1,95
 ET,KNN,0,0,hamming,all,7.0,10,-1,11,7
 ET,RF,10,30,0,24,7.888888888888889,10,-1,-1,10
 ET,SVM,0,0,Linear,10,7.444444444444445,10,0.5,-1,10
 ET,ZR,0,0,0,0,7.666666666666667,10,-1,-1,10
 ET,KNN,0,0,canberra,all,9.88888888888889,20,-1,5,3
 ET,RF,30,40,0,10,12.88888888888889,20,-1,-1,2
 ET,SVM,0,0,Linear,10,9.777777777777779,20,100,-1,2
 ET,ZR,0,0,0,0,4.555555555555555,20,-1,-1,2
 ET,KNN,0,0,canberra,all,15.333333333333334,30,-1,11,21
 ET,RF,30,50,0,10,19.333333333333332,30,-1,-1,25
 ET,SVM,0,0,Linear,10,17.555555555555557,30,0.5,-1,17
 ET,ZR,0,0,0,0,12.88888888888889,30,-1,-1,17
 ET,KNN,0,0,hamming,all,22.77777777777778,40,-1,11,18
 ET,RF,10,50,0,20,25.444444444444443,40,-1,-1,22
 ET,SVM,0,0,Linear,10,29.444444444444443,40,10,-1,14
 ET,ZR,0,0,0,0,21.444444444444443,40,-1,-1,13
 ET,KNN,0,0,canberra,all,24.333333333333332,50,-1,9,21
 ET,RF,40,20,0,10,36.0,50,-1,-1,28
 ET,SVM,0,0,Linear,10,31.22222222222222,50,5,-1,11
 ET,ZR,0,0,0,0,24.11111111111111,50,-1,-1,11
 ET,KNN,0,0,canberra,all,32.55555555555556,60,-1,3,30
 ET,RF,20,10,0,20,38.55555555555556,60,-1,-1,21
 ET,SVM,0,0,Linear,20,31.11111111111111,60,5,-1,22
 ET,ZR,0,0,0,0,27.333333333333332,60,-1,-1,21
 ET,KNN,0,0,canberra,all,38.77777777777778,70,-1,11,44
 ET,RF,30,40,0,22,45.888888888888886,70,-1,-1,38
 ET,SVM,0,0,Linear,15,31.11111111111111,70,0.5,-1,39
 ET,ZR,0,0,0,0,31.77777777777778,70,-1,-1,43
 ET,KNN,0,0,braycurtis,all,45.0,80,-1,5,33
 ET,RF,30,30,0,22,51.77777777777778,80,-1,-1,57
 ET,SVM,0,0,Linear,10,38.111111111111114,80,0.5,-1,58
 ET,ZR,0,0,0,0,37.111111111111114,80,-1,-1,22
 ET,KNN,0,0,canberra,all,45.625,90,-1,5,27
 ET,RF,10,30,0,10,52.0,90,-1,-1,59
 ET,SVM,0,0,Linear,20,43.875,90,0.5,-1,46
 ET,ZR,0,0,0,0,42.375,90,-1,-1,16
 ET,KNN,0,0,braycurtis,all,51.0,100,-1,3,26
 ET,RF,20,40,0,22,58.142857142857146,100,-1,-1,18
 ET,SVM,0,0,Linear,10,47.285714285714285,100,0.5,-1,19
 ET,ZR,0,0,0,0,46.142857142857146,100,-1,-1,18
 CNX,KNN,0,0,canberra,all,4.888888888888889,10,-1,5,3
 CNX,RF,40,20,0,10,6.0,10,-1,-1,5
 CNX,SVM,0,0,Linear,15,5.333333333333333,10,1,-1,3
 CNX,ZR,0,0,0,0,1.8888888888888888,10,-1,-1,0
 CNX,KNN,0,0,hamming,all,12.11111111111111,20,-1,11,8
 CNX,RF,30,10,0,20,13.88888888888889,20,-1,-1,11
 CNX,SVM,0,0,Linear,20,13.222222222222221,20,0.5,-1,8
 CNX,ZR,0,0,0,0,5.888888888888889,20,-1,-1,1
 CNX,KNN,0,0,braycurtis,all,17.22222222222222,30,-1,5,14
 CNX,RF,40,50,0,10,21.0,30,-1,-1,18
 CNX,SVM,0,0,Linear,10,20.444444444444443,30,1,-1,11
 CNX,ZR,0,0,0,0,9.88888888888889,30,-1,-1,11
 CNX,KNN,0,0,chebyshev,all,20.444444444444443,40,-1,3,21
 CNX,RF,40,10,0,15,25.0,40,-1,-1,25
 CNX,SVM,0,0,Linear,10,25.666666666666668,40,1,-1,27
 CNX,ZR,0,0,0,0,15.88888888888889,40,-1,-1,25
 CNX,KNN,0,0,canberra,all,27.444444444444443,50,-1,3,29
 CNX,RF,40,50,0,20,27.22222222222222,50,-1,-1,27
 CNX,SVM,0,0,Linear,15,27.555555555555557,50,1,-1,19
 CNX,ZR,0,0,0,0,20.88888888888889,50,-1,-1,26
 CNX,KNN,0,0,canberra,all,30.333333333333332,60,-1,9,32
 CNX,RF,30,40,0,10,34.77777777777778,60,-1,-1,32
 CNX,SVM,0,0,Linear,15,30.77777777777778,60,0.5,-1,26
 CNX,ZR,0,0,0,0,26.22222222222222,60,-1,-1,34
 CNX,KNN,0,0,manhattan,all,37.0,70,-1,5,36
 CNX,RF,40,30,0,10,41.111111111111114,70,-1,-1,31
 CNX,SVM,0,0,Linear,15,37.888888888888886,70,10,-1,27
 CNX,ZR,0,0,0,0,33.77777777777778,70,-1,-1,41
 CNX,KNN,0,0,hamming,all,44.0,80,-1,9,31
 CNX,RF,30,30,0,10,40.888888888888886,80,-1,-1,44
 CNX,SVM,0,0,Linear,20,39.77777777777778,80,1,-1,34
 CNX,ZR,0,0,0,0,40.22222222222222,80,-1,-1,22
 CNX,KNN,0,0,hamming,all,46.77777777777778,90,-1,3,34
 CNX,RF,10,10,0,24,50.888888888888886,90,-1,-1,41
 CNX,SVM,0,0,Linear,10,44.77777777777778,90,0.5,-1,50
 CNX,ZR,0,0,0,0,42.44444444444444,90,-1,-1,36
 CNX,KNN,0,0,euclidean,all,51.5,100,-1,11,48
 CNX,RF,10,20,0,22,55.0,100,-1,-1,64
 CNX,SVM,0,0,Linear,20,58.5,100,100,-1,56
 CNX,ZR,0,0,0,0,47.625,100,-1,-1,41
 AU,KNN,0,0,euclidean,all,5.888888888888889,10,-1,11,5
 AU,RF,10,10,0,22,6.222222222222222,10,-1,-1,8
 AU,SVM,0,0,Linear,20,6.0,10,0.5,-1,5
 AU,ZR,0,0,0,0,4.888888888888889,10,-1,-1,8
 AU,KNN,0,0,euclidean,all,14.333333333333334,20,-1,3,12
 AU,RF,20,30,0,24,15.444444444444445,20,-1,-1,14
 AU,SVM,0,0,Linear,15,14.222222222222221,20,0.5,-1,16
 AU,ZR,0,0,0,0,6.666666666666667,20,-1,-1,1
 AU,KNN,0,0,braycurtis,all,16.666666666666668,30,-1,9,15
 AU,RF,20,10,0,24,18.22222222222222,30,-1,-1,12
 AU,SVM,0,0,Linear,10,19.77777777777778,30,1,-1,18
 AU,ZR,0,0,0,0,11.88888888888889,30,-1,-1,18
 AU,KNN,0,0,chebyshev,all,23.0,40,-1,7,21
 AU,RF,50,10,0,15,27.333333333333332,40,-1,-1,14
 AU,SVM,0,0,Linear,10,27.88888888888889,40,5,-1,14
 AU,ZR,0,0,0,0,14.88888888888889,40,-1,-1,14
 AU,KNN,0,0,canberra,all,29.11111111111111,50,-1,11,20
 AU,RF,10,20,0,24,28.333333333333332,50,-1,-1,21
 AU,SVM,0,0,Linear,10,26.444444444444443,50,1,-1,24
 AU,ZR,0,0,0,0,21.0,50,-1,-1,26
 AU,KNN,0,0,manhattan,all,34.77777777777778,60,-1,9,40
 AU,RF,20,10,0,15,34.111111111111114,60,-1,-1,37
 AU,SVM,0,0,Linear,15,27.555555555555557,60,100,-1,42
 AU,ZR,0,0,0,0,26.77777777777778,60,-1,-1,42
 AU,KNN,0,0,braycurtis,all,39.77777777777778,70,-1,3,36
 AU,RF,30,40,0,10,41.111111111111114,70,-1,-1,41
 AU,SVM,0,0,Linear,10,36.44444444444444,70,100,-1,19
 AU,ZR,0,0,0,0,33.666666666666664,70,-1,-1,17
 AU,KNN,0,0,chebyshev,all,42.22222222222222,80,-1,3,40
 AU,RF,20,20,0,15,41.55555555555556,80,-1,-1,43
 AU,SVM,0,0,Linear,15,39.666666666666664,80,100,-1,44
 AU,ZR,0,0,0,0,37.22222222222222,80,-1,-1,44
 AU,KNN,0,0,canberra,all,47.44444444444444,90,-1,11,59
 AU,RF,40,10,0,24,50.77777777777778,90,-1,-1,55
 AU,SVM,0,0,Linear,10,48.22222222222222,90,0.5,-1,59
 AU,ZR,0,0,0,0,45.666666666666664,90,-1,-1,59
 AU,KNN,0,0,manhattan,all,57.625,100,-1,5,44
 AU,RF,50,10,0,24,57.625,100,-1,-1,53
 AU,SVM,0,0,Linear,20,49.625,100,0.5,-1,53
 AU,ZR,0,0,0,0,50.875,100,-1,-1,53
 BDC,KNN,0,0,hamming,all,5.222222222222222,10,-1,7,1
 BDC,RF,10,50,0,10,4.777777777777778,10,-1,-1,4
 BDC,SVM,0,0,Linear,15,3.3333333333333335,10,1,-1,0
 BDC,ZR,0,0,0,0,2.3333333333333335,10,-1,-1,0
 BDC,KNN,0,0,manhattan,all,11.0,20,-1,7,10
 BDC,RF,30,50,0,15,14.777777777777779,20,-1,-1,12
 BDC,SVM,0,0,Linear,20,12.222222222222221,20,5,-1,12
 BDC,ZR,0,0,0,0,8.0,20,-1,-1,1
 BDC,KNN,0,0,euclidean,all,18.666666666666668,30,-1,9,18
 BDC,RF,50,20,0,24,20.666666666666668,30,-1,-1,17
 BDC,SVM,0,0,Linear,20,20.666666666666668,30,0.5,-1,21
