Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,No_of_neighbors,Our_test_score
 BDC,ZR,0,0,0,0,13.555555555555555,30,-1,-1,9
 BDC,KNN,0,0,canberra,all,22.88888888888889,40,-1,11,17
 BDC,RF,30,30,0,20,27.88888888888889,40,-1,-1,32
 BDC,SVM,0,0,Linear,20,29.666666666666668,40,0.5,-1,30
 BDC,ZR,0,0,0,0,17.0,40,-1,-1,30
 BDC,KNN,0,0,chebyshev,all,29.333333333333332,50,-1,7,32
 BDC,RF,10,50,0,10,34.22222222222222,50,-1,-1,33
 BDC,SVM,0,0,Linear,10,33.333333333333336,50,10,-1,22
 BDC,ZR,0,0,0,0,20.77777777777778,50,-1,-1,22
 BDC,KNN,0,0,hamming,all,34.55555555555556,60,-1,11,44
 BDC,RF,20,30,0,15,36.0,60,-1,-1,28
 BDC,SVM,0,0,Linear,20,32.666666666666664,60,0.5,-1,20
 BDC,ZR,0,0,0,0,25.88888888888889,60,-1,-1,11
 BDC,KNN,0,0,hamming,all,37.22222222222222,70,-1,7,27
 BDC,RF,40,30,0,20,42.55555555555556,70,-1,-1,28
 BDC,SVM,0,0,Linear,15,31.88888888888889,70,10,-1,38
 BDC,ZR,0,0,0,0,24.333333333333332,70,-1,-1,45
 BDC,KNN,0,0,hamming,all,43.333333333333336,80,-1,11,46
 BDC,RF,30,20,0,10,47.333333333333336,80,-1,-1,33
 BDC,SVM,0,0,Linear,15,40.55555555555556,80,0.5,-1,35
 BDC,ZR,0,0,0,0,35.666666666666664,80,-1,-1,31
 BDC,KNN,0,0,hamming,all,47.55555555555556,90,-1,3,43
 BDC,RF,10,50,0,22,50.44444444444444,90,-1,-1,33
 BDC,SVM,0,0,Linear,10,48.44444444444444,90,100,-1,63
 BDC,ZR,0,0,0,0,34.888888888888886,90,-1,-1,37
 BDC,KNN,0,0,hamming,all,55.25,100,-1,5,46
 BDC,RF,20,20,0,10,54.0,100,-1,-1,64
 BDC,SVM,0,0,Linear,15,43.625,100,1,-1,48
 BDC,ZR,0,0,0,0,39.875,100,-1,-1,67
 BHP,KNN,0,0,canberra,all,6.555555555555555,10,-1,9,9
 BHP,RF,40,10,0,15,7.222222222222222,10,-1,-1,7
 BHP,SVM,0,0,Linear,20,7.0,10,5,-1,9
 BHP,ZR,0,0,0,0,6.666666666666667,10,-1,-1,7
 BHP,KNN,0,0,hamming,all,11.0,20,-1,11,10
 BHP,RF,20,10,0,20,13.0,20,-1,-1,8
 BHP,SVM,0,0,Linear,15,12.444444444444445,20,0.5,-1,7
 BHP,ZR,0,0,0,0,11.222222222222221,20,-1,-1,12
 BHP,KNN,0,0,hamming,all,16.88888888888889,30,-1,5,19
 BHP,RF,50,10,0,20,19.22222222222222,30,-1,-1,12
 BHP,SVM,0,0,Linear,10,19.333333333333332,30,100,-1,16
 BHP,ZR,0,0,0,0,17.555555555555557,30,-1,-1,23
 BHP,KNN,0,0,manhattan,all,23.555555555555557,40,-1,5,20
 BHP,RF,30,50,0,15,29.333333333333332,40,-1,-1,26
 BHP,SVM,0,0,Linear,20,28.22222222222222,40,5,-1,26
 BHP,ZR,0,0,0,0,26.333333333333332,40,-1,-1,23
 BHP,KNN,0,0,hamming,all,29.666666666666668,50,-1,5,15
 BHP,RF,40,50,0,20,30.11111111111111,50,-1,-1,26
 BHP,SVM,0,0,Linear,20,33.22222222222222,50,5,-1,12
 BHP,ZR,0,0,0,0,32.44444444444444,50,-1,-1,11
 BHP,KNN,0,0,hamming,all,36.22222222222222,60,-1,3,35
 BHP,RF,20,50,0,15,33.55555555555556,60,-1,-1,23
 BHP,SVM,0,0,Linear,10,34.888888888888886,60,100,-1,40
 BHP,ZR,0,0,0,0,34.666666666666664,60,-1,-1,40
 BHP,KNN,0,0,hamming,all,41.888888888888886,70,-1,9,30
 BHP,RF,40,40,0,15,37.0,70,-1,-1,39
 BHP,SVM,0,0,Linear,15,43.0,70,10,-1,29
 BHP,ZR,0,0,0,0,41.77777777777778,70,-1,-1,32
 BHP,KNN,0,0,hamming,all,43.55555555555556,80,-1,11,34
 BHP,RF,30,20,0,10,43.111111111111114,80,-1,-1,18
 BHP,SVM,0,0,Linear,10,44.77777777777778,80,1,-1,24
 BHP,ZR,0,0,0,0,46.333333333333336,80,-1,-1,22
 BHP,KNN,0,0,hamming,all,48.111111111111114,90,-1,5,50
 BHP,RF,10,40,0,10,50.22222222222222,90,-1,-1,34
 BHP,SVM,0,0,Linear,10,45.666666666666664,90,1,-1,44
 BHP,ZR,0,0,0,0,47.44444444444444,90,-1,-1,44
 BHP,KNN,0,0,hamming,all,51.75,100,-1,11,51
 BHP,RF,10,30,0,10,49.0,100,-1,-1,46
 BHP,SVM,0,0,Linear,20,47.375,100,0.5,-1,55
 BHP,ZR,0,0,0,0,52.125,100,-1,-1,50
 IX,KNN,0,0,manhattan,all,8.666666666666666,10,-1,11,7
 IX,RF,40,20,0,10,9.222222222222221,10,-1,-1,2
 IX,SVM,0,0,Linear,10,9.0,10,0.5,-1,2
 IX,ZR,0,0,0,0,9.0,10,-1,-1,2
 IX,KNN,0,0,braycurtis,all,11.222222222222221,20,-1,9,6
 IX,RF,30,20,0,20,10.666666666666666,20,-1,-1,7
 IX,SVM,0,0,Linear,20,10.88888888888889,20,0.5,-1,7
 IX,ZR,0,0,0,0,4.666666666666667,20,-1,-1,12
 IX,KNN,0,0,euclidean,all,16.555555555555557,30,-1,7,9
 IX,RF,30,30,0,10,15.444444444444445,30,-1,-1,7
 IX,SVM,0,0,Linear,10,14.11111111111111,30,0.5,-1,9
 IX,ZR,0,0,0,0,9.88888888888889,30,-1,-1,10
 IX,KNN,0,0,canberra,all,19.333333333333332,40,-1,3,24
 IX,RF,10,50,0,24,24.11111111111111,40,-1,-1,28
 IX,SVM,0,0,Linear,10,25.444444444444443,40,100,-1,38
 IX,ZR,0,0,0,0,18.666666666666668,40,-1,-1,38
 IX,KNN,0,0,braycurtis,all,25.333333333333332,50,-1,11,16
 IX,RF,10,30,0,22,31.22222222222222,50,-1,-1,11
 IX,SVM,0,0,Linear,10,29.555555555555557,50,1,-1,16
 IX,ZR,0,0,0,0,28.666666666666668,50,-1,-1,16
 IX,KNN,0,0,euclidean,all,31.0,60,-1,5,29
 IX,RF,40,10,0,15,33.77777777777778,60,-1,-1,30
 IX,SVM,0,0,Linear,10,35.333333333333336,60,1,-1,33
 IX,ZR,0,0,0,0,34.55555555555556,60,-1,-1,46
 IX,KNN,0,0,canberra,all,35.333333333333336,70,-1,7,32
 IX,RF,10,30,0,22,40.333333333333336,70,-1,-1,27
 IX,SVM,0,0,Linear,10,39.333333333333336,70,1,-1,42
 IX,ZR,0,0,0,0,43.44444444444444,70,-1,-1,44
 IX,KNN,0,0,canberra,all,39.888888888888886,80,-1,5,40
 IX,RF,30,20,0,20,45.666666666666664,80,-1,-1,42
 IX,SVM,0,0,Linear,10,45.55555555555556,80,10,-1,47
 IX,ZR,0,0,0,0,49.666666666666664,80,-1,-1,40
 IX,KNN,0,0,braycurtis,all,49.22222222222222,90,-1,5,60
 IX,RF,30,10,0,10,57.22222222222222,90,-1,-1,69
 IX,SVM,0,0,Linear,10,55.888888888888886,90,0.5,-1,65
 IX,ZR,0,0,0,0,53.22222222222222,90,-1,-1,68
 IX,KNN,0,0,hamming,all,55.42857142857143,100,-1,5,52
 IX,RF,20,40,0,10,63.0,100,-1,-1,34
 IX,SVM,0,0,Linear,10,63.57142857142857,100,0.5,-1,36
 IX,ZR,0,0,0,0,63.285714285714285,100,-1,-1,22
 KMT,KNN,0,0,braycurtis,all,5.0,10,-1,11,2
 KMT,RF,40,40,0,24,5.666666666666667,10,-1,-1,1
 KMT,SVM,0,0,Linear,15,5.777777777777778,10,0.5,-1,1
 KMT,ZR,0,0,0,0,3.5555555555555554,10,-1,-1,2
 KMT,KNN,0,0,hamming,all,10.0,20,-1,5,7
 KMT,RF,10,50,0,10,11.333333333333334,20,-1,-1,7
 KMT,SVM,0,0,Linear,15,9.444444444444445,20,0.5,-1,8
 KMT,ZR,0,0,0,0,8.666666666666666,20,-1,-1,9
 KMT,KNN,0,0,braycurtis,all,17.11111111111111,30,-1,9,17
 KMT,RF,20,40,0,20,19.333333333333332,30,-1,-1,24
 KMT,SVM,0,0,Linear,15,19.88888888888889,30,0.5,-1,23
 KMT,ZR,0,0,0,0,14.333333333333334,30,-1,-1,6
 KMT,KNN,0,0,canberra,all,25.22222222222222,40,-1,5,29
 KMT,RF,40,30,0,24,28.88888888888889,40,-1,-1,21
 KMT,SVM,0,0,Linear,10,30.444444444444443,40,1,-1,40
 KMT,ZR,0,0,0,0,19.77777777777778,40,-1,-1,40
 KMT,KNN,0,0,manhattan,all,26.88888888888889,50,-1,11,19
 KMT,RF,20,30,0,10,32.44444444444444,50,-1,-1,21
 KMT,SVM,0,0,Linear,20,26.444444444444443,50,0.5,-1,26
 KMT,ZR,0,0,0,0,26.88888888888889,50,-1,-1,27
 KMT,KNN,0,0,chebyshev,all,31.555555555555557,60,-1,7,28
 KMT,RF,30,50,0,10,40.0,60,-1,-1,20
 KMT,SVM,0,0,Linear,15,34.888888888888886,60,1,-1,25
 KMT,ZR,0,0,0,0,32.77777777777778,60,-1,-1,22
 KMT,KNN,0,0,hamming,all,37.55555555555556,70,-1,5,35
 KMT,RF,10,10,0,15,41.888888888888886,70,-1,-1,24
 KMT,SVM,0,0,Linear,20,38.22222222222222,70,1,-1,53
 KMT,ZR,0,0,0,0,38.0,70,-1,-1,57
 KMT,KNN,0,0,hamming,all,44.77777777777778,80,-1,9,33
 KMT,RF,30,10,0,24,44.44444444444444,80,-1,-1,47
 KMT,SVM,0,0,Linear,10,40.333333333333336,80,0.5,-1,31
 KMT,ZR,0,0,0,0,45.44444444444444,80,-1,-1,30
 KMT,KNN,0,0,chebyshev,all,49.111111111111114,90,-1,9,55
 KMT,RF,30,20,0,15,50.44444444444444,90,-1,-1,49
 KMT,SVM,0,0,Linear,10,47.44444444444444,90,5,-1,51
 KMT,ZR,0,0,0,0,46.888888888888886,90,-1,-1,50
 KMT,KNN,0,0,euclidean,all,51.75,100,-1,5,39
 KMT,RF,10,40,0,10,54.625,100,-1,-1,43
 KMT,SVM,0,0,Linear,15,48.75,100,100,-1,57
 KMT,ZR,0,0,0,0,49.375,100,-1,-1,59
 APH,KNN,0,0,hamming,all,7.0,10,-1,5,9
 APH,RF,10,30,0,22,6.333333333333333,10,-1,-1,9
 APH,SVM,0,0,Linear,10,6.444444444444445,10,10,-1,9
 APH,ZR,0,0,0,0,5.333333333333333,10,-1,-1,9
 APH,KNN,0,0,hamming,all,10.333333333333334,20,-1,7,5
 APH,RF,20,30,0,22,10.666666666666666,20,-1,-1,6
 APH,SVM,0,0,Linear,20,6.555555555555555,20,5,-1,6
 APH,ZR,0,0,0,0,9.666666666666666,20,-1,-1,0
 APH,KNN,0,0,hamming,all,13.555555555555555,30,-1,5,7
 APH,RF,30,10,0,22,15.666666666666666,30,-1,-1,18
 APH,SVM,0,0,Linear,20,15.88888888888889,30,5,-1,9
 APH,ZR,0,0,0,0,13.88888888888889,30,-1,-1,2
 APH,KNN,0,0,hamming,all,19.0,40,-1,5,30
 APH,RF,40,10,0,22,19.666666666666668,40,-1,-1,36
 APH,SVM,0,0,Linear,10,19.88888888888889,40,100,-1,37
 APH,ZR,0,0,0,0,18.444444444444443,40,-1,-1,36
 APH,KNN,0,0,braycurtis,all,28.555555555555557,50,-1,5,30
 APH,RF,40,30,0,24,31.11111111111111,50,-1,-1,32
 APH,SVM,0,0,Linear,10,35.0,50,0.5,-1,31
 APH,ZR,0,0,0,0,29.444444444444443,50,-1,-1,31
 APH,KNN,0,0,braycurtis,all,38.666666666666664,60,-1,11,56
 APH,RF,20,10,0,24,43.0,60,-1,-1,56
 APH,SVM,0,0,Linear,20,37.44444444444444,60,0.5,-1,56
 APH,ZR,0,0,0,0,38.888888888888886,60,-1,-1,56
 APH,KNN,0,0,braycurtis,all,48.666666666666664,70,-1,5,24
 APH,RF,10,50,0,10,50.111111111111114,70,-1,-1,17
 APH,SVM,0,0,Linear,20,51.666666666666664,70,10,-1,51
 APH,ZR,0,0,0,0,51.111111111111114,70,-1,-1,51
 APH,KNN,0,0,canberra,all,55.0,80,-1,9,29
 APH,RF,10,20,0,15,58.22222222222222,80,-1,-1,51
 APH,SVM,0,0,Linear,10,58.888888888888886,80,0.5,-1,34
 APH,ZR,0,0,0,0,58.888888888888886,80,-1,-1,34
 APH,KNN,0,0,chebyshev,all,57.44444444444444,90,-1,11,42
 APH,RF,40,30,0,10,68.88888888888889,90,-1,-1,34
 APH,SVM,0,0,Linear,10,63.77777777777778,90,0.5,-1,34
 APH,ZR,0,0,0,0,63.44444444444444,90,-1,-1,34
 APH,KNN,0,0,canberra,all,67.625,100,-1,11,58
 APH,RF,30,40,0,10,71.75,100,-1,-1,57
 APH,SVM,0,0,Linear,10,71.0,100,5,-1,57
 APH,ZR,0,0,0,0,70.375,100,-1,-1,57
 VVR,KNN,0,0,euclidean,all,10.0,10,-1,3,10
 VVR,RF,10,10,0,10,10.0,10,-1,-1,10
 VVR,SVM,0,0,Linear,10,10.0,10,0.5,-1,10
 VVR,ZR,0,0,0,0,10.0,10,-1,-1,10
 VVR,KNN,0,0,manhattan,all,16.666666666666668,20,-1,7,20
 VVR,RF,50,10,0,10,17.333333333333332,20,-1,-1,20
 VVR,SVM,0,0,Linear,10,16.444444444444443,20,0.5,-1,20
 VVR,ZR,0,0,0,0,16.444444444444443,20,-1,-1,20
 VVR,KNN,0,0,manhattan,all,24.555555555555557,30,-1,3,30
 VVR,RF,30,30,0,10,26.11111111111111,30,-1,-1,30
 VVR,SVM,0,0,Linear,15,23.555555555555557,30,5,-1,30
 VVR,ZR,0,0,0,0,23.666666666666668,30,-1,-1,30
 VVR,KNN,0,0,canberra,all,32.0,40,-1,11,40
 VVR,RF,50,40,0,24,34.333333333333336,40,-1,-1,40
 VVR,SVM,0,0,Linear,10,34.111111111111114,40,100,-1,40
 VVR,ZR,0,0,0,0,30.77777777777778,40,-1,-1,40
 VVR,KNN,0,0,canberra,all,39.888888888888886,50,-1,11,49
 VVR,RF,10,40,0,10,45.666666666666664,50,-1,-1,50
 VVR,SVM,0,0,Linear,20,41.888888888888886,50,100,-1,50
 VVR,ZR,0,0,0,0,40.111111111111114,50,-1,-1,50
 VVR,KNN,0,0,manhattan,all,38.44444444444444,60,-1,11,34
 VVR,RF,10,50,0,15,51.0,60,-1,-1,31
 VVR,SVM,0,0,Linear,15,49.77777777777778,60,5,-1,36
 VVR,ZR,0,0,0,0,5.0,60,-1,-1,39
 VVR,KNN,0,0,manhattan,all,40.111111111111114,70,-1,11,53
 VVR,RF,10,20,0,15,44.666666666666664,70,-1,-1,60
 VVR,SVM,0,0,Linear,10,55.55555555555556,70,5,-1,69
 VVR,ZR,0,0,0,0,15.0,70,-1,-1,70
 VVR,KNN,0,0,canberra,all,44.666666666666664,80,-1,11,8
 VVR,RF,10,30,0,10,54.22222222222222,80,-1,-1,6
 VVR,SVM,0,0,Linear,10,54.333333333333336,80,100,-1,0
 VVR,ZR,0,0,0,0,26.22222222222222,80,-1,-1,0
 VVR,KNN,0,0,canberra,all,40.666666666666664,90,-1,3,34
 VVR,RF,10,30,0,20,50.44444444444444,90,-1,-1,31
 VVR,SVM,0,0,Linear,10,43.22222222222222,90,10,-1,21
 VVR,ZR,0,0,0,0,27.22222222222222,90,-1,-1,21
 VVR,KNN,0,0,euclidean,all,40.875,100,-1,3,22
 VVR,RF,10,40,0,22,51.0,100,-1,-1,48
 VVR,SVM,0,0,Linear,10,45.125,100,10,-1,50
 VVR,ZR,0,0,0,0,31.0,100,-1,-1,50
 MMU,KNN,0,0,euclidean,all,9.222222222222221,10,-1,3,10
 MMU,RF,10,10,0,10,9.222222222222221,10,-1,-1,10
 MMU,SVM,0,0,Linear,10,9.222222222222221,10,0.5,-1,10
 MMU,ZR,0,0,0,0,9.222222222222221,10,-1,-1,10
 MMU,KNN,0,0,hamming,all,15.444444444444445,20,-1,9,11
 MMU,RF,50,30,0,20,16.444444444444443,20,-1,-1,15
 MMU,SVM,0,0,Linear,10,15.444444444444445,20,100,-1,11
 MMU,ZR,0,0,0,0,15.444444444444445,20,-1,-1,11
 MMU,KNN,0,0,braycurtis,all,22.11111111111111,30,-1,5,28
 MMU,RF,40,50,0,15,23.333333333333332,30,-1,-1,30
 MMU,SVM,0,0,Linear,20,24.333333333333332,30,0.5,-1,30
 MMU,ZR,0,0,0,0,20.11111111111111,30,-1,-1,30
 MMU,KNN,0,0,braycurtis,all,28.0,40,-1,7,40
 MMU,RF,10,40,0,15,32.666666666666664,40,-1,-1,40
 MMU,SVM,0,0,Linear,10,30.11111111111111,40,0.5,-1,40
 MMU,ZR,0,0,0,0,25.333333333333332,40,-1,-1,40
 MMU,KNN,0,0,canberra,all,30.444444444444443,50,-1,11,33
 MMU,RF,40,20,0,22,36.666666666666664,50,-1,-1,34
 MMU,SVM,0,0,Linear,20,40.0,50,100,-1,48
 MMU,ZR,0,0,0,0,30.22222222222222,50,-1,-1,49
 MMU,KNN,0,0,hamming,all,31.444444444444443,60,-1,11,0
 MMU,RF,50,30,0,20,34.111111111111114,60,-1,-1,18
 MMU,SVM,0,0,Linear,15,40.22222222222222,60,100,-1,15
 MMU,ZR,0,0,0,0,35.55555555555556,60,-1,-1,0
 MMU,KNN,0,0,hamming,all,31.11111111111111,70,-1,11,20
 MMU,RF,30,50,0,15,38.0,70,-1,-1,42
 MMU,SVM,0,0,Linear,10,24.11111111111111,70,100,-1,42
 MMU,ZR,0,0,0,0,29.22222222222222,70,-1,-1,42
 MMU,KNN,0,0,hamming,all,31.555555555555557,80,-1,5,28
 MMU,RF,30,30,0,10,43.55555555555556,80,-1,-1,42
 MMU,SVM,0,0,Linear,10,24.88888888888889,80,100,-1,45
 MMU,ZR,0,0,0,0,22.333333333333332,80,-1,-1,45
 MMU,KNN,0,0,braycurtis,all,39.44444444444444,90,-1,3,13
 MMU,RF,10,30,0,10,47.44444444444444,90,-1,-1,15
 MMU,SVM,0,0,Linear,15,35.888888888888886,90,100,-1,9
 MMU,ZR,0,0,0,0,33.0,90,-1,-1,9
 MMU,KNN,0,0,euclidean,all,46.125,100,-1,5,41
 MMU,RF,30,30,0,15,56.875,100,-1,-1,38
 MMU,SVM,0,0,Linear,10,41.0,100,0.5,-1,38
 MMU,ZR,0,0,0,0,41.0,100,-1,-1,38
 DNI,KNN,0,0,manhattan,all,9.0,10,-1,3,10
 DNI,RF,10,10,0,10,8.777777777777779,10,-1,-1,10
 DNI,SVM,0,0,Linear,10,8.777777777777779,10,0.5,-1,10
 DNI,ZR,0,0,0,0,8.777777777777779,10,-1,-1,10
 DNI,KNN,0,0,chebyshev,all,10.777777777777779,20,-1,5,12
 DNI,RF,30,10,0,10,13.444444444444445,20,-1,-1,14
 DNI,SVM,0,0,Linear,15,11.555555555555555,20,100,-1,9
 DNI,ZR,0,0,0,0,8.777777777777779,20,-1,-1,9
 DNI,KNN,0,0,manhattan,all,19.666666666666668,30,-1,3,20
 DNI,RF,20,20,0,24,23.444444444444443,30,-1,-1,23
 DNI,SVM,0,0,Linear,20,21.77777777777778,30,0.5,-1,14
 DNI,ZR,0,0,0,0,15.555555555555555,30,-1,-1,12
 DNI,KNN,0,0,chebyshev,all,23.11111111111111,40,-1,5,13
 DNI,RF,10,20,0,10,28.555555555555557,40,-1,-1,16
 DNI,SVM,0,0,Linear,20,24.77777777777778,40,0.5,-1,11
 DNI,ZR,0,0,0,0,10.777777777777779,40,-1,-1,37
 DNI,KNN,0,0,euclidean,all,27.0,50,-1,7,32
 DNI,RF,20,30,0,22,33.0,50,-1,-1,46
 DNI,SVM,0,0,Linear,10,28.555555555555557,50,1,-1,31
 DNI,ZR,0,0,0,0,16.555555555555557,50,-1,-1,1
 DNI,KNN,0,0,manhattan,all,30.555555555555557,60,-1,3,39
 DNI,RF,10,50,0,20,34.77777777777778,60,-1,-1,48
 DNI,SVM,0,0,Linear,10,33.111111111111114,60,100,-1,38
 DNI,ZR,0,0,0,0,23.22222222222222,60,-1,-1,14
 DNI,KNN,0,0,manhattan,all,44.888888888888886,70,-1,3,40
 DNI,RF,40,10,0,10,48.55555555555556,70,-1,-1,32
 DNI,SVM,0,0,Linear,10,40.666666666666664,70,0.5,-1,50
 DNI,ZR,0,0,0,0,32.111111111111114,70,-1,-1,51
 DNI,KNN,0,0,braycurtis,all,45.333333333333336,80,-1,9,52
 DNI,RF,10,40,0,10,49.111111111111114,80,-1,-1,69
 DNI,SVM,0,0,Linear,20,41.888888888888886,80,100,-1,12
 DNI,ZR,0,0,0,0,40.111111111111114,80,-1,-1,11
 DNI,KNN,0,0,canberra,all,45.77777777777778,90,-1,5,19
 DNI,RF,20,40,0,22,51.44444444444444,90,-1,-1,31
 DNI,SVM,0,0,Linear,10,43.333333333333336,90,10,-1,11
 DNI,ZR,0,0,0,0,43.666666666666664,90,-1,-1,9
 DNI,KNN,0,0,manhattan,all,55.125,100,-1,11,28
 DNI,RF,10,30,0,20,59.375,100,-1,-1,42
 DNI,SVM,0,0,Linear,10,52.375,100,5,-1,16
 DNI,ZR,0,0,0,0,50.25,100,-1,-1,16
 GGT,KNN,0,0,manhattan,all,8.88888888888889,10,-1,9,10
 GGT,RF,30,10,0,10,8.88888888888889,10,-1,-1,10
 GGT,SVM,0,0,Linear,10,8.88888888888889,10,0.5,-1,10
 GGT,ZR,0,0,0,0,8.88888888888889,10,-1,-1,10
 GGT,KNN,0,0,canberra,all,8.444444444444445,20,-1,7,13
 GGT,RF,40,30,0,20,11.444444444444445,20,-1,-1,5
 GGT,SVM,0,0,Linear,15,10.555555555555555,20,5,-1,11
 GGT,ZR,0,0,0,0,7.555555555555555,20,-1,-1,5
 GGT,KNN,0,0,euclidean,all,13.88888888888889,30,-1,9,9
 GGT,RF,40,20,0,10,16.88888888888889,30,-1,-1,5
 GGT,SVM,0,0,Linear,20,19.77777777777778,30,10,-1,15
 GGT,ZR,0,0,0,0,8.222222222222221,30,-1,-1,5
 GGT,KNN,0,0,braycurtis,all,20.0,40,-1,5,22
 GGT,RF,50,50,0,10,24.11111111111111,40,-1,-1,23
 GGT,SVM,0,0,Linear,20,25.666666666666668,40,5,-1,26
 GGT,ZR,0,0,0,0,18.444444444444443,40,-1,-1,23
 GGT,KNN,0,0,chebyshev,all,28.22222222222222,50,-1,7,38
 GGT,RF,10,20,0,22,34.111111111111114,50,-1,-1,50
 GGT,SVM,0,0,Linear,20,30.77777777777778,50,0.5,-1,49
 GGT,ZR,0,0,0,0,29.88888888888889,50,-1,-1,50
 GGT,KNN,0,0,braycurtis,all,34.22222222222222,60,-1,5,18
 GGT,RF,10,20,0,22,38.77777777777778,60,-1,-1,21
 GGT,SVM,0,0,Linear,20,37.44444444444444,60,0.5,-1,15
 GGT,ZR,0,0,0,0,39.77777777777778,60,-1,-1,14
 GGT,KNN,0,0,euclidean,all,40.22222222222222,70,-1,3,33
 GGT,RF,10,10,0,22,43.44444444444444,70,-1,-1,33
 GGT,SVM,0,0,Linear,10,47.55555555555556,70,5,-1,39
 GGT,ZR,0,0,0,0,46.22222222222222,70,-1,-1,42
 GGT,KNN,0,0,chebyshev,all,41.55555555555556,80,-1,11,28
 GGT,RF,30,10,0,24,43.55555555555556,80,-1,-1,38
 GGT,SVM,0,0,Linear,10,55.333333333333336,80,100,-1,58
